iter	LL	phyloLL	MRFLL	priorLL	fracNeighboursSame	alpha	beta	sigma	tau
4300.0	-228.73856958478243	0.0	-228.73856958478243	0.0	0.5287878787878788	0.0	0.0	1.0126095479016557	0.0
4400.0	-228.73856958478243	0.0	-228.73856958478243	0.0	0.4803030303030303	0.0	0.0	1.025957822261745	0.0
4500.0	-228.73856958478243	0.0	-228.73856958478243	0.0	0.5045454545454545	0.0	0.0	0.9843269844645719	0.0
4600.0	-228.73856958478243	0.0	-228.73856958478243	0.0	0.5378787878787878	0.0	0.0	0.9843269844645719	0.0
4700.0	-228.73856958478243	0.0	-228.73856958478243	0.0	0.43636363636363634	0.0	0.0	0.9758268264295716	0.0
4800.0	-228.73856958478243	0.0	-228.73856958478243	0.0	0.509090909090909	0.0	0.0	0.9675616095566699	0.0
4900.0	-228.73856958478243	0.0	-228.73856958478243	0.0	0.5166666666666667	0.0	0.0	0.9675616095566699	0.0
5000.0	-228.73856958478243	0.0	-228.73856958478243	0.0	0.5227272727272727	0.0	0.0	0.9734758151511409	0.0
5100.0	-228.73856958478243	0.0	-228.73856958478243	0.0	0.4575757575757576	0.0	0.0	0.9726488597842422	0.0
5200.0	-228.73856958478243	0.0	-228.73856958478243	0.0	0.49393939393939396	0.0	0.0	0.954534377180487	0.0
5300.0	-228.73856958478243	0.0	-228.73856958478243	0.0	0.4696969696969697	0.0	0.0	0.9601828392190465	0.0
5400.0	-228.73856958478243	0.0	-228.73856958478243	0.0	0.48787878787878786	0.0	0.0	0.9748777916735323	0.0
5500.0	-228.73856958478243	0.0	-228.73856958478243	0.0	0.48787878787878786	0.0	0.0	0.969889356594747	0.0
5600.0	-228.73856958478243	0.0	-228.73856958478243	0.0	0.5181818181818182	0.0	0.0	0.9744213581380813	0.0
5700.0	-228.73856958478243	0.0	-228.73856958478243	0.0	0.4818181818181818	0.0	0.0	0.9934539882243538	0.0
5800.0	-228.73856958478243	0.0	-228.73856958478243	0.0	0.4575757575757576	0.0	0.0	0.9934539882243538	0.0
5900.0	-228.73856958478243	0.0	-228.73856958478243	0.0	0.4909090909090909	0.0	0.0	0.9917198066517633	0.0
6000.0	-228.73856958478243	0.0	-228.73856958478243	0.0	0.5166666666666667	0.0	0.0	0.9844243247707347	0.0
6100.0	-228.73856958478243	0.0	-228.73856958478243	0.0	0.4984848484848485	0.0	0.0	0.9736466434483002	0.0
6200.0	-228.73856958478243	0.0	-228.73856958478243	0.0	0.4863636363636364	0.0	0.0	0.9722868174615168	0.0
6300.0	-228.73856958478243	0.0	-228.73856958478243	0.0	0.47878787878787876	0.0	0.0	0.9734494939775168	0.0
6400.0	-228.73856958478243	0.0	-228.73856958478243	0.0	0.5166666666666667	0.0	0.0	0.9523706737577886	0.0
6500.0	-228.73856958478243	0.0	-228.73856958478243	0.0	0.5575757575757576	0.0	0.0	0.9542588786206125	0.0
6600.0	-228.73856958478243	0.0	-228.73856958478243	0.0	0.49696969696969695	0.0	0.0	0.9462320851414457	0.0
6700.0	-228.73856958478243	0.0	-228.73856958478243	0.0	0.5575757575757576	0.0	0.0	0.9438029053956843	0.0
6800.0	-228.73856958478243	0.0	-228.73856958478243	0.0	0.4575757575757576	0.0	0.0	0.9438029053956843	0.0
6900.0	-228.73856958478243	0.0	-228.73856958478243	0.0	0.5075757575757576	0.0	0.0	0.9488865862892445	0.0
7000.0	-228.73856958478243	0.0	-228.73856958478243	0.0	0.509090909090909	0.0	0.0	0.9438885137891134	0.0
7100.0	-228.73856958478243	0.0	-228.73856958478243	0.0	0.4863636363636364	0.0	0.0	0.9329344051848348	0.0
7200.0	-228.73856958478243	0.0	-228.73856958478243	0.0	0.4984848484848485	0.0	0.0	0.9317057898070481	0.0
7300.0	-228.73856958478243	0.0	-228.73856958478243	0.0	0.546969696969697	0.0	0.0	0.9285283447830718	0.0
7400.0	-228.73856958478243	0.0	-228.73856958478243	0.0	0.5166666666666667	0.0	0.0	0.96385820393551	0.0
7500.0	-228.73856958478243	0.0	-228.73856958478243	0.0	0.4984848484848485	0.0	0.0	0.9553570974181764	0.0
7600.0	-228.73856958478243	0.0	-228.73856958478243	0.0	0.4818181818181818	0.0	0.0	0.9337987611679583	0.0
7700.0	-228.73856958478243	0.0	-228.73856958478243	0.0	0.5060606060606061	0.0	0.0	0.9412126822364361	0.0
7800.0	-228.73856958478243	0.0	-228.73856958478243	0.0	0.5363636363636364	0.0	0.0	0.9719676250717982	0.0
7900.0	-228.73856958478243	0.0	-228.73856958478243	0.0	0.49393939393939396	0.0	0.0	0.9719676250717982	0.0
8000.0	-228.73856958478243	0.0	-228.73856958478243	0.0	0.4893939393939394	0.0	0.0	0.9719676250717982	0.0
8100.0	-228.73856958478243	0.0	-228.73856958478243	0.0	0.4909090909090909	0.0	0.0	0.9458578049591043	0.0
8200.0	-228.73856958478243	0.0	-228.73856958478243	0.0	0.44545454545454544	0.0	0.0	0.9458578049591043	0.0
8300.0	-228.73856958478243	0.0	-228.73856958478243	0.0	0.4696969696969697	0.0	0.0	0.9403172195985275	0.0
8400.0	-228.73856958478243	0.0	-228.73856958478243	0.0	0.4696969696969697	0.0	0.0	0.915494060859597	0.0
8500.0	-228.73856958478243	0.0	-228.73856958478243	0.0	0.49393939393939396	0.0	0.0	0.900599915675984	0.0
8600.0	-228.73856958478243	0.0	-228.73856958478243	0.0	0.5151515151515151	0.0	0.0	0.900599915675984	0.0
8700.0	-228.73856958478243	0.0	-228.73856958478243	0.0	0.48333333333333334	0.0	0.0	0.900599915675984	0.0
8800.0	-228.73856958478243	0.0	-228.73856958478243	0.0	0.48484848484848486	0.0	0.0	0.9321321230445664	0.0
8900.0	-228.73856958478243	0.0	-228.73856958478243	0.0	0.4727272727272727	0.0	0.0	0.956024228129509	0.0
9000.0	-228.73856958478243	0.0	-228.73856958478243	0.0	0.49696969696969695	0.0	0.0	0.9591370669789845	0.0
9100.0	-228.73856958478243	0.0	-228.73856958478243	0.0	0.49696969696969695	0.0	0.0	0.9455900853032899	0.0
9200.0	-228.73856958478243	0.0	-228.73856958478243	0.0	0.546969696969697	0.0	0.0	0.9230417132070935	0.0
9300.0	-228.73856958478243	0.0	-228.73856958478243	0.0	0.5181818181818182	0.0	0.0	0.9396662806047084	0.0
9400.0	-228.73856958478243	0.0	-228.73856958478243	0.0	0.4954545454545455	0.0	0.0	0.9636053628731057	0.0
9500.0	-228.73856958478243	0.0	-228.73856958478243	0.0	0.4954545454545455	0.0	0.0	0.9679924580619722	0.0
9600.0	-228.73856958478243	0.0	-228.73856958478243	0.0	0.5333333333333333	0.0	0.0	0.9679924580619722	0.0
9700.0	-228.73856958478243	0.0	-228.73856958478243	0.0	0.5409090909090909	0.0	0.0	0.950233530802347	0.0
9800.0	-228.73856958478243	0.0	-228.73856958478243	0.0	0.45606060606060606	0.0	0.0	0.9364939852681816	0.0
9900.0	-228.73856958478243	0.0	-228.73856958478243	0.0	0.44242424242424244	0.0	0.0	0.9486541024638295	0.0
10000.0	-228.73856958478243	0.0	-228.73856958478243	0.0	0.5151515151515151	0.0	0.0	0.9408389197295804	0.0
